PF10417.11	1-cysPrx_C
PF01249.20	Ribosomal_S21e
PF08136.13	Ribosomal_S22
PF01282.21	Ribosomal_S24e
PF03297.17	Ribosomal_S25
PF01283.21	Ribosomal_S26e
PF01599.21	Ribosomal_S27
PF01667.19	Ribosomal_S27e
PF01200.20	Ribosomal_S28e
PF04758.16	Ribosomal_S30
PF02482.21	Ribosomal_S30AE
PF01015.20	Ribosomal_S3Ae
PF00189.22	Ribosomal_S3_C
PF00163.21	Ribosomal_S4
PF00900.22	Ribosomal_S4e
PF11993.10	Ribosomal_S4Pg
PF00333.22	Ribosomal_S5
PF03719.17	Ribosomal_S5_C
PF01250.19	Ribosomal_S6
PF01092.21	Ribosomal_S6e
PF00177.23	Ribosomal_S7
PF01251.20	Ribosomal_S7e
PF00410.21	Ribosomal_S8
PF01201.24	Ribosomal_S8e
PF00380.21	Ribosomal_S9
PF14693.8	Ribosomal_TL5_C
PF00164.27	Ribosom_S12_S23
PF16321.7	Ribosom_S30AE_C
PF14374.8	Ribos_L4_asso_C
PF04034.15	Ribo_biogen_C
PF00834.21	Ribul_P_3_epim
PF06026.16	Rib_5-P_isom_A
PF02267.19	Rib_hydrolayse
PF05104.14	Rib_recp_KP_reg
PF07064.15	RIC1
PF15361.8	RIC3
PF10165.11	Ric8
PF05062.14	RICH
PF14200.8	RicinB_lectin_2
PF00652.24	Ricin_B_lectin
PF05433.17	Rick_17kDa_Anti
PF14666.8	RICTOR_M
PF14664.8	RICTOR_N
PF14665.8	RICTOR_phospho
PF14668.8	RICTOR_V
PF00355.28	Rieske
PF13806.8	Rieske_2
PF18465.3	Rieske_3
PF12231.10	Rif1_N
PF18187.3	RIF5_SNase_1
PF18189.3	RIF5_SNase_2
PF02009.18	RIFIN
PF18119.3	RIG-I_C
PF11648.10	RIG-I_C-RD
PF08454.13	RIH_assoc
PF02197.19	RIIa
PF10522.11	RII_binding_1
PF11461.10	RILP
PF08443.13	RimK
PF18030.3	Rimk_N
PF01782.20	RimM
PF06116.14	RinB
PF12906.9	RINGv
PF00848.21	Ring_hydroxyl_A
PF00866.20	Ring_hydroxyl_B
PF04437.15	RINT1_TIP1
PF01163.24	RIO1
PF09202.13	Rio2_N
PF00161.21	RIP
PF14998.8	Ripply
PF16524.7	RisS_PPD
PF17184.6	Rit1_C
PF17066.7	RITA
PF08167.14	RIX1
PF19322.1	RKP_N
PF17797.3	RL
PF17777.3	RL10P_insert
PF11088.10	RL11D
PF14401.8	RLAN
PF10127.11	RlaP
PF04068.17	RLI
PF10036.11	RLL
PF18125.3	RlmM_FDX
PF13707.8	RloB
PF19432.1	RME-8_N
PF04957.14	RMF
PF16099.7	RMI1_C
PF08585.14	RMI1_N
PF16100.7	RMI2
PF04321.19	RmlD_sub_bind
PF07521.14	RMMBL
PF14996.8	RMP
PF02646.18	RmuC
PF10443.11	RNA12
PF00074.22	RnaseA
PF09293.12	RNaseH_C
PF04308.14	RNaseH_like
PF13032.8	RNaseH_pPIWI_RE
PF18497.3	RNase_3_N
PF18431.3	RNAse_A_bac
PF10150.11	RNase_E_G
PF00075.26	RNase_H
PF09468.12	RNase_H2-Ydr279
PF08615.13	RNase_H2_suC
PF01351.20	RNase_HII
PF13482.8	RNase_H_2
PF18614.3	RNase_II_C_S1
PF17770.3	RNase_J_C
PF01868.18	RNase_P-MRP_p29
PF01138.23	RNase_PH
PF03725.17	RNase_PH_C
PF01876.18	RNase_P_p30
PF08228.13	RNase_P_pop3
PF01900.21	RNase_P_Rpp14
PF00929.26	RNase_T
PF12072.10	RNase_Y_N
PF11977.10	RNase_Zc3h12a
PF14626.8	RNase_Zc3h12a_2
PF08675.13	RNA_bind
PF01877.19	RNA_binding
PF03035.16	RNA_capsid
PF10258.11	RNA_GG_bind
PF00910.24	RNA_helicase
PF09414.12	RNA_ligase
PF09511.12	RNA_lig_T4_1
PF04252.15	RNA_Me_trans
PF00940.21	RNA_pol
PF08203.13	RNA_polI_A14
PF08208.13	RNA_polI_A34
PF11705.10	RNA_pol_3_Rpc31
PF01000.28	RNA_pol_A_bac
PF03118.17	RNA_pol_A_CTD
PF16857.7	RNA_pol_inhib
PF06870.14	RNA_pol_I_A49
PF04090.14	RNA_pol_I_TF
PF01193.26	RNA_pol_L
PF13656.8	RNA_pol_L_2
PF02150.18	RNA_POL_M_15KD
PF01194.19	RNA_pol_N
PF08292.14	RNA_pol_Rbc25
PF06883.14	RNA_pol_Rpa2_4
PF04997.14	RNA_pol_Rpb1_1
PF00623.22	RNA_pol_Rpb1_2
PF04983.20	RNA_pol_Rpb1_3
PF05000.19	RNA_pol_Rpb1_4
PF04998.19	RNA_pol_Rpb1_5
PF04992.16	RNA_pol_Rpb1_6
PF04990.14	RNA_pol_Rpb1_7
PF05001.15	RNA_pol_Rpb1_R
PF04563.17	RNA_pol_Rpb2_1
PF04561.16	RNA_pol_Rpb2_2
PF04565.18	RNA_pol_Rpb2_3
PF04566.15	RNA_pol_Rpb2_4
PF10385.11	RNA_pol_Rpb2_45
PF04567.19	RNA_pol_Rpb2_5
PF00562.30	RNA_pol_Rpb2_6
PF04560.22	RNA_pol_Rpb2_7
PF03874.18	RNA_pol_Rpb4
PF01191.21	RNA_pol_Rpb5_C
PF03871.16	RNA_pol_Rpb5_N
PF01192.24	RNA_pol_Rpb6
PF03870.17	RNA_pol_Rpb8
PF16992.7	RNA_pol_RpbG
PF05158.14	RNA_pol_Rpc34
PF05132.16	RNA_pol_Rpc4
PF05645.15	RNA_pol_Rpc82
PF12136.10	RNA_pol_Rpo13
PF03431.15	RNA_replicase_B
PF00773.21	RNB
PF02508.16	Rnf-Nqr
PF15303.8	RNF111_N
PF19325.1	RNF152_C
PF19332.1	RNF180_C
PF15926.7	RNF220
PF13375.8	RnfC_N
PF12647.9	RNHCP
PF14760.8	Rnk_N
PF19034.2	RnlA-toxin_DBD
PF15935.7	RnlA_toxin
PF19417.1	RnlA_toxin_N
PF15933.7	RnlB_antitoxin
PF18768.3	RNPP_C
PF17975.3	RNR_Alpha
PF08591.12	RNR_inhib
PF08343.12	RNR_N
PF03259.19	Robl_LC7
PF08477.15	Roc
PF10135.11	Rod-binding
PF10493.11	Rod_C
PF15201.8	Rod_cone_degen
PF07073.14	ROF
PF10259.11	Rogdi_lz
PF00480.22	ROK
PF08067.13	ROKNT
PF02027.19	RolB_RolC
PF18106.3	Rol_Rep_N
PF10247.11	Romo1
PF12334.10	rOmpB
PF15035.8	Rootletin
PF06830.13	Root_cap
PF01815.18	Rop
PF05082.15	Rop-like
PF18386.3	ROQ_II
PF10727.11	Rossmann-like
PF05443.13	ROS_MUCR
PF10681.11	Rot1
PF00639.23	Rotamase
PF13145.8	Rotamase_2
PF13616.8	Rotamase_3
PF12289.10	Rotavirus_VP1
PF06929.13	Rotavirus_VP3
PF05868.13	Rotavirus_VP7
PF00980.19	Rota_Capsid_VP6
PF01525.18	Rota_NS26
PF02509.16	Rota_NS35
PF00981.19	Rota_NS53
PF04866.14	Rota_NS6
PF01665.18	Rota_NSP3
PF01452.18	Rota_NSP4
PF05087.14	Rota_VP2
PF17477.4	Rota_VP4_MID
PF06020.13	Roughex
PF08633.12	Rox3
PF03428.15	RP-C
PF11800.10	RP-C_C
PF12042.10	RP1-2
PF17542.4	RP853
PF17460.4	RP854
PF10134.11	RPA
PF17875.3	RPA43_OB
PF08620.12	RPAP1_C
PF08621.12	RPAP1_N
PF04181.15	RPAP2_Rtr1
PF13877.8	RPAP3_C
PF08784.13	RPA_C
PF14768.8	RPA_interact_C
PF14767.8	RPA_interact_M
PF14766.8	RPA_interact_N
PF04801.15	RPC5
PF19725.1	RPC5_C
PF03055.17	RPE65
PF02755.17	RPEL
PF18111.3	RPGR1_C
PF08579.13	RPM2
PF16550.7	RPN13_C
PF18051.3	RPN1_C
PF17781.3	RPN1_RPN2_N
PF18004.3	RPN2_C
PF08375.13	Rpn3_C
PF18098.3	RPN5_C
PF18503.3	RPN6_C_helix
PF18055.3	RPN6_N
PF10602.11	RPN7
PF18261.3	Rpn9_C
PF12415.10	rpo132
PF12410.10	rpo30_N
PF14700.8	RPOL_N
PF07288.13	RpoY
PF12328.10	Rpp20
PF04032.18	Rpr2
PF17067.7	RPS31
PF13446.8	RPT
PF05659.13	RPW8
PF09382.12	RQC
PF03737.17	RraA-like
PF06877.13	RraB
PF01765.21	RRF
PF02082.22	Rrf2
PF12614.10	RRF_GI
PF17068.7	RRG8
PF10378.11	RRM
PF00076.24	RRM_1
PF04059.14	RRM_2
PF08777.13	RRM_3
PF10598.11	RRM_4
PF13893.8	RRM_5
PF16367.7	RRM_7
PF11835.10	RRM_8
PF18444.3	RRM_9
PF15628.8	RRM_DME
PF16842.7	RRM_occluded
PF17799.3	RRM_Rrp7
PF05327.13	RRN3
PF10214.11	Rrn6
PF10680.11	RRN9
PF00398.22	RrnaAD
PF06962.14	rRNA_methylase
PF13234.8	rRNA_proc-arch
PF08524.13	rRNA_processing
PF15459.8	RRP14
PF07890.14	Rrp15p
PF06102.14	RRP36
PF18311.3	Rrp40_N
PF17216.5	Rrp44_CSD1
PF17215.5	Rrp44_S1
PF12923.9	RRP7
PF04939.14	RRS1
PF17075.7	RRT14
PF14239.8	RRXRR
PF06459.14	RR_TM4-6
PF08071.14	RS4NT
PF14615.8	Rsa3
PF19198.2	RsaA_NTD
PF14361.8	RsbRD_N
PF08678.12	Rsbr_N
PF08673.12	RsbU_N
PF16294.7	RSB_motif
PF08586.12	Rsc14
PF07547.15	RSD-2
PF16751.7	RsdA_SigD_bd
PF04353.15	Rsd_AlgQ
PF03873.15	RseA_C
PF03872.15	RseA_N
PF04246.14	RseC_MucC
PF14876.8	RSF
PF02410.17	RsfS
PF03193.18	RsgA_GTPase
PF16745.7	RsgA_N
PF12791.9	RsgI_N
PF10099.11	RskA
PF08600.12	Rsm1
PF09243.12	Rsm22
PF17126.7	RsmF_methylt_CI
PF04378.15	RsmJ
PF02714.17	RSN1_7TM
PF13967.8	RSN1_TM
PF17069.7	RSRP
PF11757.10	RSS_P20
PF12174.10	RST
PF03113.16	RSV_NS2
PF04479.15	RTA1
PF06361.13	RTBV_P12
PF06216.13	RTBV_P46
PF01137.23	RTC
PF14474.8	RTC4
PF01139.19	RtcB
PF06956.13	RtcR
PF05189.15	RTC_insert
PF09357.12	RteC
PF04641.14	Rtf2
PF02334.18	RTP
PF10363.11	RTP1_C1
PF10304.11	RTP1_C2
PF07809.13	RTP801_C
PF09510.12	Rtt102p
PF08512.14	Rtt106
PF18215.3	Rtt106_N
PF16770.7	RTT107_BRCT_5
PF16771.7	RTT107_BRCT_6
PF14726.8	RTTN_N
PF02382.17	RTX
PF07634.13	RtxA
PF08339.12	RTX_C
PF17917.3	RT_RNaseH
PF17919.3	RT_RNaseH_2
PF05750.13	Rubella_Capsid
PF05748.13	Rubella_E1
PF05749.13	Rubella_E2
PF09273.13	Rubis-subs-bind
PF18087.3	RuBisCo_chap_C
PF00016.22	RuBisCO_large
PF02788.18	RuBisCO_large_N
PF00101.22	RuBisCO_small
PF12601.10	Rubi_NSP_C
PF00301.22	Rubredoxin
PF18073.3	Rubredoxin_2
PF18267.3	Rubredoxin_C
PF02915.19	Rubrerythrin
PF02759.21	RUN
PF00853.21	Runt
PF08504.13	RunxI
PF05866.13	RusA
PF07499.15	RuvA_C
PF01330.23	RuvA_N
PF05491.15	RuvB_C
PF05496.14	RuvB_N
PF02075.19	RuvC
PF18516.3	RuvC_1
PF18541.3	RuvC_III
PF03652.17	RuvX
PF18993.2	Rv0078B
PF18367.3	Rv2175c_C
PF00665.28	rve
PF13333.8	rve_2
PF13683.8	rve_3
PF00077.22	RVP
PF08284.13	RVP_2
PF00078.29	RVT_1
PF07727.16	RVT_2
PF13456.8	RVT_3
PF06815.15	RVT_connect
PF13655.8	RVT_N
PF06817.16	RVT_thumb
PF05773.24	RWD
PF02042.17	RWP-RK
PF16810.7	RXLR
PF18634.3	RXLR_WY
PF08595.13	RXT2_N
PF08642.12	Rxt3
PF18052.3	Rx_N
PF01365.23	RYDR_ITPR
PF02026.18	RyR
PF06085.13	Rz1
PF05526.13	R_equi_Vir
PF02773.18	S-AdoMet_synt_C
PF02772.18	S-AdoMet_synt_M
PF00438.22	S-AdoMet_synt_N
PF05756.13	S-antigen
PF07752.13	S-layer
PF18316.3	S-l_SbsC_C
PF02574.18	S-methyl_trans
PF00575.25	S1
PF14444.8	S1-like
PF02265.18	S1-P1_nuclease
PF15427.8	S100PBPR
PF03501.17	S10_plectin
PF06756.13	S19
PF04689.15	S1FA
PF13509.8	S1_2
PF10937.10	S36_mt
PF01479.27	S4
PF07422.15	s48_45
PF13275.8	S4_2
PF15676.7	S6OS1
PF05116.15	S6PP
PF08472.12	S6PP_C
PF16470.7	S8_pro-domain
PF00277.20	SAA
PF04382.15	SAB
PF18304.3	SabA_adhesion
PF12209.10	SAC3
PF03399.18	SAC3_GANP
PF04455.14	Saccharop_dh_N
PF16653.7	Sacchrp_dh_C
PF03435.20	Sacchrp_dh_NADP
PF07738.15	Sad1_UNC
PF02182.19	SAD_SRA
PF08573.12	SAE2
PF08666.14	SAF
PF09460.12	Saf-Nte_pilin
PF04502.15	Saf4_Yju2
PF17073.7	SafA
PF18303.3	Saf_2TM
PF04092.15	SAG
PF12767.9	SAGA-Tad1
PF01259.20	SAICAR_synt
PF12115.10	Salp15
PF09506.12	Salt_tol_Pase
PF19227.2	Salyut
PF10806.10	SAM35
PF16568.7	Sam68-YY
PF05924.13	SAMP
PF00536.32	SAM_1
PF07647.19	SAM_2
PF18016.3	SAM_3
PF18017.3	SAM_4
PF01887.18	SAM_adeno_trans
PF01536.18	SAM_decarbox
PF18255.3	SAM_DrpA
PF18609.3	SAM_Exu
PF13543.8	SAM_KSR1
PF01698.18	SAM_LFY
PF04445.15	SAM_MT
PF02198.18	SAM_PNT
PF09235.12	SAM_Ste50p
PF01342.23	SAND
PF09133.12	SANTA
PF16282.7	SANT_DAMP1_like
PF02037.29	SAP
PF16014.7	SAP130_C
PF06487.14	SAP18
PF15476.8	SAP25
PF13867.8	SAP30_Sin3_bdg
PF02199.17	SapA
PF05184.17	SapB_1
PF03489.19	SapB_2
PF07277.13	SapC
PF16560.7	SAPI
PF16722.7	SAPIS-gp6
PF04499.17	SAPS
PF18953.2	SAP_new25
PF03058.16	Sar8_2
PF11409.10	SARA
PF06682.14	SARAF
PF04790.15	Sarcoglycan_1
PF05510.15	Sarcoglycan_2
PF05366.13	Sarcolipin
PF15385.8	SARG
PF12383.10	SARS_3b
PF03343.15	SART-1
PF16531.7	SAS-6_N
PF09368.12	Sas10
PF04000.17	Sas10_Utp3
PF15460.8	SAS4
PF18594.3	Sas6_CC
PF03629.20	SASA
PF17041.7	SasG_E
PF00269.22	SASP
PF04259.16	SASP_gamma
PF15160.8	SASRP1
PF16073.7	SAT
PF06426.16	SATase_N
PF16264.7	SatD
PF17485.4	SatRNA_48
PF06106.13	SAUGI
PF18145.3	SAVED
PF11561.10	Saw1
PF16719.7	SAWADEE
PF10340.11	Say1_Mug180
PF10260.11	SAYSvFN
PF18167.3	Sa_NUDIX
PF06739.13	SBBP
PF13558.8	SbcCD_C
PF12320.10	SbcD_C
PF17882.3	SBD
PF01172.20	SBDS
PF09377.12	SBDS_C
PF07005.13	SBD_N
PF17076.7	SBE2
PF01758.18	SBF
PF12335.10	SBF2
PF13593.8	SBF_like
PF11621.10	Sbi-IV
PF05992.14	SbmA_BacA
PF03110.16	SBP
PF05694.13	SBP56
PF01547.27	SBP_bac_1
PF07596.13	SBP_bac_10
PF13531.8	SBP_bac_11
PF00497.22	SBP_bac_3
PF00496.24	SBP_bac_5
PF13343.8	SBP_bac_6
PF13416.8	SBP_bac_8
PF18058.3	SbsC_C
PF05982.14	Sbt_1
PF08313.14	SCA7
PF16711.7	SCAB-ABD
PF16709.7	SCAB-Ig
PF17684.3	SCAB-PH
PF16712.7	SCAB_CC
PF17200.6	sCache_2
PF17203.6	sCache_3_2
PF17202.6	sCache_3_3
PF09984.11	sCache_4
PF16736.7	sCache_like
PF20142.1	Scaffold
PF11418.10	Scaffolding_pro
PF12070.10	SCAI
PF04144.15	SCAMP
PF02023.19	SCAN
PF16501.7	SCAPER_N
PF04405.16	ScdA_N
PF02404.17	SCF
PF02667.16	SCFA_trans
PF09856.11	ScfRs
PF04486.14	SchA_CurD
PF10148.11	SCHIP-1
PF13165.8	SCIFF
PF15050.8	SCIMP
PF05463.13	Sclerostin
PF10384.11	Scm3
PF15805.7	SCNM1_acidic
PF02630.16	SCO1-SenC
PF05483.14	SCP-1
PF14428.8	SCP1201-deam
PF02036.19	SCP2
PF13530.8	SCP2_2
PF05229.17	SCPU
PF17844.3	SCP_3
PF03803.17	Scramblase
PF15162.8	SCRE
PF15224.8	SCRG1
PF06876.14	SCRL
PF10261.11	Scs3p
PF18312.3	ScsC_N
PF17619.4	SCVP
PF02982.16	Scytalone_dh
PF08970.12	Sda
PF05285.14	SDA1
PF13297.8	SDE2_2C
PF13019.8	Sde2_N_Ubi
PF00375.20	SDF
PF19633.1	SDG2_C
PF03937.18	Sdh5
PF03313.17	SDH_alpha
PF03315.17	SDH_beta
PF18317.3	SDH_C
PF01127.24	Sdh_cyt
PF01972.18	SDH_sah
PF06977.13	SdiA-regulated
PF17418.4	SdpA
PF13630.8	SdpI
PF12278.10	SDP_N
PF17210.5	SdrD_B
PF10425.11	SdrG_C_C
PF08598.13	Sds3
PF08491.12	SE
PF12390.10	Se-cys_synth_N
PF01390.22	SEA
PF07322.13	Seadorna_Vp10
PF07407.13	Seadorna_VP6
PF07387.13	Seadorna_VP7
PF15432.8	Sec-ASP3
PF02810.17	SEC-C
PF00995.25	Sec1
PF07393.13	Sec10
PF04091.14	Sec15
PF12932.9	Sec16
PF12931.9	Sec16_C
PF12935.9	Sec16_N
PF03908.15	Sec20
PF08033.14	Sec23_BS
PF04815.17	Sec23_helical
PF04811.17	Sec23_trunk
PF06428.13	Sec2p
PF15277.8	Sec3-PIP2_bind
PF11549.10	Sec31
PF04136.17	Sec34
PF08314.13	Sec39
PF09763.11	Sec3_C
PF15278.8	Sec3_C_2
PF15469.8	Sec5
PF06046.15	Sec6
PF03911.18	Sec61_beta
PF03839.18	Sec62
PF02889.18	Sec63
PF09802.11	Sec66
PF01369.22	Sec7
PF12783.9	Sec7_N
PF04048.16	Sec8_exocyst
PF17521.4	Secapin
PF07517.16	SecA_DEAD
PF01043.22	SecA_PP_bind
PF07516.15	SecA_SW
PF02556.16	SecB
PF13721.8	SecD-TM1
PF02355.18	SecD_SecF
PF00584.22	SecE
PF03840.16	SecG
PF05364.16	SecIII_SopE_N
PF06558.14	SecM
PF00263.23	Secretin
PF03958.19	Secretin_N
PF07655.15	Secretin_N_2
PF05281.13	Secretogranin_V
PF04856.15	Securin
PF00344.22	SecY
PF07549.16	Sec_GG
PF04628.15	Sedlin_N
PF14797.8	SEEEED
PF15357.8	SEEK1
PF06443.13	SEF14_adhesin
PF08357.13	SEFIR
PF19835.1	SegE_GIY-YIG
PF06775.16	Seipin
PF08238.14	Sel1
PF03841.15	SelA
PF09105.12	SelB-wing_1
PF09106.13	SelB-wing_2
PF09107.13	SelB-wing_3
PF11524.10	SeleniumBinding
PF06936.13	Selenoprotein_S
PF05938.13	Self-incomp_S1
PF10961.10	SelK_SelG
PF02696.16	SelO
PF04593.16	SelP_C
PF04592.16	SelP_N
PF01641.20	SelR
PF04328.15	Sel_put
PF01403.21	Sema
PF19428.1	Sema4F_C
PF05474.13	Semenogelin
PF01118.26	Semialdhyde_dh
PF02774.20	Semialdhyde_dhC
PF09631.12	Sen15
PF12726.9	SEN1_N
PF06911.14	Senescence
PF04520.15	Senescence_reg
PF19722.1	SENP3_5_N
PF13796.8	Sensor
PF13755.8	Sensor_TM1
PF14577.8	SEO_C
PF14576.8	SEO_N
PF08059.15	SEP
PF08806.13	Sep15_SelM
PF17080.7	SepA
PF04472.14	SepF
PF06622.13	SepQ
PF18006.3	SepRS_C
PF05889.15	SepSecS
PF00735.20	Septin
PF13845.8	Septum_form
PF06066.13	SepZ
PF03925.15	SeqA
PF17206.5	SeqA_N
PF05482.14	Serendipity_A
PF04360.14	Serglycin
PF06873.13	SerH
PF03348.17	Serinc
PF08824.12	Serine_rich
PF03383.17	Serpentine_r_xa
PF00079.22	Serpin
PF05540.13	Serpulina_VSP
PF12066.10	SERRATE_Ars2_N
PF06031.15	SERTA
PF00273.22	Serum_albumin
PF02403.24	Seryl_tRNA_N
PF06821.15	Ser_hydrolase
PF17107.7	SesA
PF17046.7	Ses_B
PF00856.30	SET
PF11767.10	SET_assoc
PF08138.13	Sex_peptide
PF06705.13	SF-assemblin
PF16275.7	SF1-HH
PF16835.7	SF3A2
PF16837.7	SF3A3
PF12108.10	SF3a60_bindingd
PF11931.10	SF3a60_Prp9_C
PF08920.12	SF3b1
PF07189.13	SF3b10
PF08457.12	Sfi1
PF10638.11	Sfi1_C
PF11139.10	SfLAP
PF03749.15	SfsA
PF17746.3	SfsA_N
PF15210.8	SFTA2
PF03820.19	SFXNs
PF18329.3	SGBP_B_XBD
PF08209.13	Sgf11
PF18519.3	Sgf11_N
PF15467.8	SGIII
PF08450.14	SGL
PF19040.2	SGNH
PF18873.2	Sgo0707_N1
PF17228.4	SGP
PF12793.9	SgrR_N
PF15894.7	SgrT
PF05002.17	SGS
PF07093.13	SGT1
PF16546.7	SGTA_dimer
PF01445.19	SH
PF00017.26	SH2
PF14633.8	SH2_2
PF16609.7	SH3-RhoG_link
PF16618.7	SH3-WW_linker
PF04908.17	SH3BGR
PF05276.16	SH3BP5
PF00018.30	SH3_1
PF17902.3	SH3_10
PF18103.3	SH3_11
PF18129.3	SH3_12
PF18335.3	SH3_13
PF18343.3	SH3_14
PF18346.3	SH3_15
PF18348.3	SH3_16
PF18350.3	SH3_17
PF18354.3	SH3_18
PF18597.3	SH3_19
PF07653.19	SH3_2
PF08239.13	SH3_3
PF06347.15	SH3_4
PF08460.12	SH3_5
PF12913.9	SH3_6
PF12914.9	SH3_7
PF14604.8	SH3_9
PF14999.8	Shadoo
PF11601.10	Shal-type
PF16764.7	Sharpin_PH
PF03983.14	SHD1
PF11435.10	She2p
PF17078.7	SHE3
PF05546.13	She9_MDM33
PF06128.13	Shigella_OspC
PF01488.22	Shikimate_DH
PF08501.13	Shikimate_dh_N
PF07004.14	SHIPPO-rpt
PF18655.3	SHIRT
PF13908.8	Shisa
PF01549.26	ShK
PF03865.15	ShlB
PF00464.21	SHMT
PF10516.11	SHNi-TPR
PF09851.11	SHOCT
PF03579.15	SHP
PF04925.17	SHQ1
PF06650.14	SHR-BD
PF08229.13	SHR3_chaperone
PF02491.22	SHS2_FTSA
PF03876.19	SHS2_Rpb7-N
PF04917.14	Shufflon_N
PF07557.13	Shugoshin_C
PF07558.13	Shugoshin_N
PF17512.4	Sh_2
PF09345.12	SiaC
PF09032.13	Siah-Interact_N
PF09264.12	Sial-lect-inser
PF02973.18	Sialidase
PF03482.15	SIC
PF12887.9	SICA_alpha
PF12878.9	SICA_beta
PF12879.9	SICA_C
PF09119.12	SicP-binding
PF11778.10	SID
PF13965.8	SID-1_RNA_chan
PF17204.5	Sid-5
PF18219.3	SidC_N
PF19049.2	SidE_DUB
PF19048.2	SidE_mART
PF12252.10	SidE_PDE
PF14163.8	SieB
PF06767.13	Sif
PF00158.28	Sigma54_activat
PF14532.8	Sigma54_activ_2
PF00309.22	Sigma54_AID
PF04963.15	Sigma54_CBD
PF04552.15	Sigma54_DBD
PF07638.13	Sigma70_ECF
PF04546.15	Sigma70_ner
PF03979.16	Sigma70_r1_1
PF00140.22	Sigma70_r1_2
PF04542.16	Sigma70_r2
PF04539.18	Sigma70_r3
PF04545.18	Sigma70_r4
PF08281.14	Sigma70_r4_2
PF02454.18	Sigma_1s
PF03084.16	Sigma_1_2
PF17453.4	Sigma_M_inh
PF13791.8	Sigma_reg_C
PF13800.8	Sigma_reg_N
PF05769.13	SIKE
PF16782.7	SIL1
PF03842.15	Silic_transp
PF04402.16	SIMPL
PF06621.14	SIM_C
PF05422.14	SIN1
PF16979.7	SIN1_PH
PF16879.7	Sin3a_C
PF08295.14	Sin3_corepress
PF03145.18	Sina
PF08671.12	SinI
PF04954.15	SIP
PF04938.14	SIP1
PF09052.12	SipA
PF17985.3	SipA_VBS
PF05565.13	Sipho_Gp157
PF14594.8	Sipho_Gp37
PF05709.13	Sipho_tail
PF11603.10	Sir1
PF02146.19	SIR2
PF13289.8	SIR2_2
PF16991.7	SIR4_SID
PF10747.11	SirA
PF04247.14	SirB
PF14823.8	Sirohm_synth_C
PF14824.8	Sirohm_synth_M
PF01380.24	SIS
PF13580.8	SIS_2
PF15330.8	SIT
PF05458.14	Siva
PF16878.7	SIX1_SD
PF07160.14	SKA1
PF16740.7	SKA2
PF08693.12	SKG6
PF01202.24	SKI
PF17911.3	Ski2_N
PF17751.3	SKICH
PF02731.17	SKIP_SNW
PF02437.19	Ski_Sno
PF03935.17	SKN1_KRE6_Sbg1
PF01466.21	Skp1
PF03931.17	Skp1_POZ
PF03530.16	SK_channel
PF17618.4	SL4P
PF03595.19	SLAC1
PF15301.8	SLAIN
PF06214.13	SLAM
PF18181.3	SLATT_1
PF18183.3	SLATT_2
PF18184.3	SLATT_3
PF18186.3	SLATT_4
PF18160.3	SLATT_5
PF18169.3	SLATT_6
PF18142.3	SLATT_fungal
PF10531.11	SLBB
PF15247.8	SLBP_RNA_bind
PF03522.17	SLC12
PF18405.3	SLC25_like
PF06027.14	SLC35F
PF16028.7	SLC3A2_N
PF08639.12	SLD3
PF18523.3	Sld3_N
PF05916.13	Sld5
PF16922.7	SLD5_C
PF18596.3	Sld7_C
PF18636.3	Sld7_N
PF12140.10	SLED
PF00395.22	SLH
PF09111.12	SLIDE
PF04575.15	SlipAM
PF16818.7	SLM4
PF03843.15	Slp
PF03217.16	SlpA
PF07333.14	SLR1-BP
PF19526.1	Slr4
PF14611.8	SLS
PF01464.22	SLT
PF13406.8	SLT_2
PF18896.2	SLT_3
PF19489.1	SLT_4
PF02258.18	SLT_beta
PF14718.8	SLT_L
PF11708.10	Slu7
PF09494.12	Slx4
PF15341.8	SLX9
PF12485.10	SLY
PF04102.14	SlyX
PF14438.8	SM-ATX
PF09057.12	Smac_DIABLO
PF17411.4	SmaI
PF15127.8	SmAKAP
PF15477.8	SMAP
PF16785.7	SMBP
PF06470.15	SMC_hinge
PF02463.21	SMC_N
PF07574.15	SMC_Nse1
PF02616.16	SMC_ScpA
PF04079.18	SMC_ScpB
PF15785.7	SMG1
PF17229.4	SMG1_N
PF03467.17	Smg4_UPF3
PF10220.11	Smg8_Smg9
PF09346.12	SMI1_KNR4
PF17307.4	Smim3
PF04802.17	SMK-1
PF06003.14	SMN
PF17885.3	Smoa_sbd
PF18144.3	SMODS
PF12510.10	Smoothelin
PF04927.14	SMP
PF04355.15	SmpA_OmlA
PF01668.20	SmpB
PF10144.11	SMP_2
PF18696.3	SMP_C2CD2L
PF17047.7	SMP_LBD
PF01713.23	Smr
PF15181.8	SMRP1
PF18615.3	SMYLE_N
PF16243.7	Sm_like
PF06695.13	Sm_multidrug_ex
PF14619.8	SnAC
PF18744.3	SNAD1
PF18745.3	SNAD2
PF18749.3	SNAD3
PF18750.3	SNAD4
PF14938.8	SNAP
PF00835.21	SNAP-25
PF09808.11	SNAPC1
PF11035.10	SNAPC2
PF12251.10	SNAPC3
PF15497.8	SNAPC5
PF14712.8	Snapin_Pallidin
PF05739.21	SNARE
PF09335.13	SNARE_assoc
PF00565.19	SNase
PF16700.7	SNCAIP_SNCA_bd
PF00209.20	SNF
PF00176.25	SNF2-rel_dom
PF08455.12	SNF2_assoc
PF04855.14	SNF5
